credit_card_number,credit_card_provider,transaction_type,event_ts,transaction_currency,transaction_amount
2711784223283966,Diners Club / Carte Blanche,purchase,2024-03-08T12:36:00.000Z,BRL,155112
30322521283038,Maestro,purchase,2024-03-21T12:29:00.000Z,USD,227610
4637021448471622,JCB 16 digit,purchase,2024-01-08T03:02:00.000Z,USD,149756
675935039403,JCB 15 digit,purchase,2024-01-07T19:29:00.000Z,COP,140669
2276350655658393,American Express,purchase,2024-03-18T06:53:00.000Z,COP,162561
6011320586526788,JCB 16 digit,purchase,2024-03-21T15:41:00.000Z,COP,122767
3514570870088270,JCB 16 digit,purchase,2024-03-12T15:27:00.000Z,COP,182869
676314424612,VISA 13 digit,purchase,2024-03-16T08:35:00.000Z,MEX,185055
213142837669954,Discover,purchase,2024-03-31T10:14:00.000Z,USD,95117
371780848841977,Diners Club / Carte Blanche,purchase,2024-03-25T20:50:00.000Z,COP,95820
343993166188617,Maestro,cash_advance,2024-03-31T23:49:00.000Z,COP,211181
6566293310711365,VISA 16 digit,cash_advance,2024-03-11T07:30:00.000Z,USD,129803
6011244932807934,Discover,purchase,2024-01-18T00:46:00.000Z,USD,215578
3518876427770286,VISA 16 digit,purchase,2024-01-28T15:55:00.000Z,COP,167264
3515741212525571,American Express,purchase,2024-01-01T15:33:00.000Z,MEX,200493
3516168732484825,Discover,purchase,2024-01-14T22:38:00.000Z,COP,217896
4315884391090270,Mastercard,purchase,2024-03-31T14:02:00.000Z,USD,208290
4476852765443,VISA 16 digit,purchase,2024-03-11T16:31:00.000Z,COP,121199
3556196652899301,Mastercard,purchase,2024-03-06T21:12:00.000Z,MEX,128214
4401617956775983,Mastercard,purchase,2024-01-29T09:25:00.000Z,ARS,128712
4375773113075940,JCB 16 digit,purchase,2024-01-19T08:33:00.000Z,COP,125523
3597711690787499,VISA 16 digit,purchase,2024-01-05T03:54:00.000Z,COP,174935
630425996729,Maestro,purchase,2024-03-29T02:11:00.000Z,USD,184162
30222448882740,VISA 16 digit,purchase,2024-02-25T07:37:00.000Z,USD,162935
4887543495701970,VISA 16 digit,purchase,2024-03-10T01:17:00.000Z,USD,114003
4605243185113054454,VISA 13 digit,purchase,2024-02-24T07:51:00.000Z,COP,171855
6562503419112321,VISA 19 digit,purchase,2024-03-12T10:17:00.000Z,MEX,92733
630421862115,Maestro,purchase,2024-03-31T16:54:00.000Z,ARS,142256
6550780768203018,VISA 19 digit,purchase,2024-01-21T13:15:00.000Z,COP,153587
3558296481432387,JCB 16 digit,purchase,2024-01-20T19:25:00.000Z,USD,189305
343862164724923,Discover,purchase,2024-02-17T10:51:00.000Z,COP,76364
3557583274017942,JCB 16 digit,purchase,2024-01-15T02:25:00.000Z,COP,85152
180030894955979,Mastercard,purchase,2024-02-15T17:34:00.000Z,MEX,190599
4525311149720,VISA 13 digit,cash_advance,2024-01-02T16:19:00.000Z,COP,118999
4533405183274389,JCB 15 digit,cash_advance,2024-03-07T09:09:00.000Z,COP,129563
4046159525640,Mastercard,purchase,2024-02-17T13:03:00.000Z,USD,133464
3551895895555498,VISA 13 digit,purchase,2024-03-31T22:08:00.000Z,MEX,90955
213143395802680,American Express,purchase,2024-03-01T23:10:00.000Z,COP,103455
30403765288923,JCB 15 digit,purchase,2024-01-22T00:36:00.000Z,COP,181619
4314950436216849,JCB 16 digit,purchase,2024-01-06T15:34:00.000Z,USD,185447
3543066614848660,JCB 16 digit,purchase,2024-02-08T03:02:00.000Z,USD,177664
180013479364882,Diners Club / Carte Blanche,purchase,2024-02-28T05:18:00.000Z,BRL,217979
30017982614669,Diners Club / Carte Blanche,purchase,2024-01-13T14:45:00.000Z,USD,129067
4549652292375357114,Mastercard,purchase,2024-01-24T22:19:00.000Z,COP,82595
345191325956085,JCB 16 digit,cash_advance,2024-03-22T21:39:00.000Z,COP,120928
213133032538698,Discover,purchase,2024-02-12T01:16:00.000Z,USD,157659
4475531570017276379,Discover,purchase,2024-03-06T17:33:00.000Z,MEX,126321
3527971637923863,VISA 13 digit,purchase,2024-01-28T08:49:00.000Z,COP,194125
3528147848049728,JCB 16 digit,purchase,2024-02-14T15:50:00.000Z,USD,127547
4155784502628060860,Mastercard,purchase,2024-03-20T10:57:00.000Z,COP,186469
213116569447383,VISA 13 digit,purchase,2024-01-02T22:11:00.000Z,COP,135886
4656263236486513,American Express,purchase,2024-03-24T03:10:00.000Z,USD,92489
4367147907846909,JCB 16 digit,purchase,2024-01-01T12:54:00.000Z,USD,170135
4365317573932,JCB 16 digit,purchase,2024-02-14T19:57:00.000Z,COP,129731
4709475181034140232,Mastercard,purchase,2024-03-13T07:45:00.000Z,USD,150288
30007030233687,Discover,purchase,2024-01-06T21:19:00.000Z,COP,135253
676170538984,JCB 16 digit,purchase,2024-03-14T13:17:00.000Z,COP,105005
4891520915511,Diners Club / Carte Blanche,purchase,2024-01-15T23:48:00.000Z,COP,180081
5435442465201703,JCB 16 digit,purchase,2024-01-06T03:17:00.000Z,BRL,173938
3583925742337790,American Express,purchase,2024-03-07T15:43:00.000Z,BRL,173960
4261927490098,JCB 16 digit,purchase,2024-03-02T11:31:00.000Z,ARS,168205
6011204444287116,Discover,purchase,2024-03-23T08:04:00.000Z,MEX,155101
3540776466101611,JCB 15 digit,purchase,2024-01-16T09:00:00.000Z,COP,123013
4237159745698,VISA 13 digit,cash_advance,2024-01-14T10:21:00.000Z,MEX,180990
676246264268,VISA 19 digit,purchase,2024-03-29T06:50:00.000Z,COP,118857
213198916015154,Maestro,purchase,2024-01-22T12:45:00.000Z,USD,157432
3511304651488795,American Express,purchase,2024-02-24T13:24:00.000Z,COP,120091
2611094558812178,Mastercard,purchase,2024-03-04T23:02:00.000Z,USD,150708
30153668472146,American Express,purchase,2024-03-26T12:20:00.000Z,ARS,84393
4592875149959,Mastercard,purchase,2024-01-09T02:52:00.000Z,USD,193016
4182548894967777,American Express,purchase,2024-03-21T06:50:00.000Z,BRL,133701
3597393174716219,VISA 13 digit,purchase,2024-02-22T07:33:00.000Z,COP,123774
3525372086985366,Maestro,purchase,2024-01-15T00:29:00.000Z,USD,55532
376693826553594,VISA 16 digit,purchase,2024-01-13T11:59:00.000Z,COP,135826
347489756742190,Discover,purchase,2024-02-16T14:19:00.000Z,USD,153668
3518730619426357,JCB 15 digit,purchase,2024-01-07T02:53:00.000Z,ARS,145501
6511442977034514,Discover,purchase,2024-01-21T14:30:00.000Z,COP,103805
38701629503607,JCB 16 digit,cash_advance,2024-03-10T02:22:00.000Z,USD,86848
2228428892153623,VISA 19 digit,purchase,2024-01-24T21:09:00.000Z,USD,171933
4989910499615,VISA 16 digit,purchase,2024-03-21T09:55:00.000Z,USD,153281
3544526600680897,VISA 16 digit,purchase,2024-02-12T04:41:00.000Z,USD,157280
36509689046496,Mastercard,cash_advance,2024-01-05T23:26:00.000Z,COP,129991
4740679523209615,JCB 15 digit,purchase,2024-03-08T17:46:00.000Z,COP,162753
4254287667574634209,Maestro,purchase,2024-01-14T15:55:00.000Z,MEX,157578
30103736474780,Maestro,purchase,2024-02-21T06:44:00.000Z,USD,201546
4008335004734,Discover,purchase,2024-03-29T01:08:00.000Z,COP,158252
6011155521458659,JCB 16 digit,purchase,2024-02-03T11:55:00.000Z,BRL,117827
3589358366355324,JCB 16 digit,purchase,2024-01-05T03:33:00.000Z,COP,142273
30144202474474,JCB 16 digit,purchase,2024-02-10T19:03:00.000Z,BRL,202484
3506598501101469,Diners Club / Carte Blanche,purchase,2024-02-03T22:16:00.000Z,USD,174574
502041416053,American Express,purchase,2024-01-22T07:56:00.000Z,COP,183743
5238214976020826,JCB 15 digit,purchase,2024-02-27T03:33:00.000Z,MEX,137823
4004445905984238619,VISA 19 digit,purchase,2024-03-25T20:53:00.000Z,MEX,130049
4778538762718683,American Express,purchase,2024-03-31T20:40:00.000Z,COP,162137
6011850500804234,VISA 19 digit,purchase,2024-01-12T06:41:00.000Z,USD,154071
4227461512399,JCB 16 digit,purchase,2024-02-03T01:22:00.000Z,USD,240020
3562419026181731,JCB 16 digit,purchase,2024-03-30T15:43:00.000Z,COP,140417
4005879908745510,JCB 16 digit,cash_advance,2024-02-07T16:05:00.000Z,BRL,185784
4754701411159588,Diners Club / Carte Blanche,purchase,2024-02-28T09:21:00.000Z,USD,217016
4557965602579135170,Diners Club / Carte Blanche,cash_advance,2024-02-19T15:25:00.000Z,BRL,124628
370002579929116,VISA 16 digit,cash_advance,2024-01-10T02:07:00.000Z,COP,88691
6566888291939552,Diners Club / Carte Blanche,purchase,2024-03-30T23:30:00.000Z,COP,172931
502091946041,VISA 16 digit,purchase,2024-02-25T08:07:00.000Z,COP,171690
6011280812372045,VISA 19 digit,purchase,2024-01-20T20:47:00.000Z,USD,34788
501859323567,JCB 16 digit,purchase,2024-03-02T04:49:00.000Z,COP,146608
3522219469710296,JCB 16 digit,purchase,2024-03-09T16:37:00.000Z,BRL,169710
4404812897292142,VISA 16 digit,purchase,2024-03-28T06:52:00.000Z,COP,138185
3551554890709689,Mastercard,purchase,2024-02-26T07:30:00.000Z,COP,157018
30070079795172,JCB 16 digit,purchase,2024-02-07T16:30:00.000Z,COP,154554
4097270134416,American Express,purchase,2024-01-26T19:58:00.000Z,MEX,166931
3526299818544329,VISA 16 digit,purchase,2024-01-17T16:20:00.000Z,COP,99621
4877356987964839877,VISA 16 digit,purchase,2024-03-12T09:41:00.000Z,COP,181943
30332537395890,American Express,cash_advance,2024-02-09T06:57:00.000Z,USD,181109
4055082090829643,VISA 19 digit,purchase,2024-03-23T23:00:00.000Z,ARS,129373
30359348250170,American Express,purchase,2024-01-17T09:12:00.000Z,USD,144560
2700950257532999,Maestro,purchase,2024-03-18T23:54:00.000Z,USD,167268
4475954271795557,Diners Club / Carte Blanche,purchase,2024-02-01T11:46:00.000Z,COP,112027
376426492095727,Mastercard,purchase,2024-03-09T20:47:00.000Z,COP,175182
2701699290785903,VISA 16 digit,cash_advance,2024-01-03T08:50:00.000Z,USD,114054
2720967091259916,American Express,purchase,2024-01-07T01:46:00.000Z,COP,203601
2708731007501365,Discover,cash_advance,2024-03-04T14:47:00.000Z,BRL,174533
570557494095,VISA 16 digit,purchase,2024-01-27T21:19:00.000Z,COP,167657
581102190492,JCB 16 digit,purchase,2024-01-24T12:19:00.000Z,USD,170102
4123420353165376022,VISA 19 digit,purchase,2024-02-01T22:04:00.000Z,COP,149673
6593431315258399,VISA 13 digit,purchase,2024-02-21T15:02:00.000Z,ARS,144357
180008133709308,Maestro,cash_advance,2024-03-06T14:07:00.000Z,USD,149456
4784325767683829,VISA 16 digit,purchase,2024-03-08T00:35:00.000Z,COP,129426
4017463250502337356,VISA 16 digit,purchase,2024-03-04T06:15:00.000Z,COP,183755
4093141539173064,JCB 16 digit,purchase,2024-02-14T16:44:00.000Z,USD,162688
6514923060770863,VISA 19 digit,purchase,2024-01-23T07:49:00.000Z,COP,137526
4911708275141503,JCB 16 digit,purchase,2024-03-05T13:33:00.000Z,COP,134230
3526504585660434,VISA 13 digit,purchase,2024-03-31T07:18:00.000Z,MEX,137873
676346562074,VISA 13 digit,purchase,2024-01-09T16:23:00.000Z,ARS,124686
3555842127982849,JCB 15 digit,purchase,2024-03-17T07:37:00.000Z,COP,119475
30409105689365,American Express,purchase,2024-01-27T10:41:00.000Z,ARS,138408
6527935252650740,JCB 16 digit,purchase,2024-01-29T10:28:00.000Z,ARS,213397
5541832436472006,VISA 16 digit,purchase,2024-03-28T02:35:00.000Z,COP,138798
346260940291910,JCB 15 digit,purchase,2024-01-22T06:08:00.000Z,USD,126542
577013835480,JCB 16 digit,purchase,2024-03-16T17:38:00.000Z,USD,131881
4910553022960776,VISA 16 digit,purchase,2024-01-28T15:59:00.000Z,BRL,134687
4418807899045674,VISA 16 digit,cash_advance,2024-02-06T21:59:00.000Z,MEX,121559
3520290472124561,JCB 15 digit,cash_advance,2024-02-02T10:33:00.000Z,ARS,152655
30199214383089,JCB 16 digit,purchase,2024-01-28T16:07:00.000Z,COP,146589
060428892909,VISA 19 digit,purchase,2024-02-29T09:04:00.000Z,BRL,153286
4980645363677335,JCB 16 digit,purchase,2024-01-20T22:41:00.000Z,USD,157548
4581720036685,American Express,cash_advance,2024-02-21T18:05:00.000Z,MEX,123751
371517738575954,VISA 13 digit,purchase,2024-02-24T19:46:00.000Z,COP,155043
30109752883820,Maestro,purchase,2024-01-12T16:20:00.000Z,USD,168867
3597732353679179,VISA 19 digit,purchase,2024-03-25T11:33:00.000Z,ARS,156831
2233735238205146,Diners Club / Carte Blanche,cash_advance,2024-03-15T11:00:00.000Z,USD,164253
30284257521603,VISA 16 digit,purchase,2024-03-22T23:55:00.000Z,MEX,172457
376250494909432,VISA 16 digit,purchase,2024-03-02T20:37:00.000Z,USD,155400
3522494857167629,VISA 16 digit,cash_advance,2024-02-16T03:58:00.000Z,COP,129201
374336588512075,VISA 13 digit,purchase,2024-02-16T12:06:00.000Z,COP,177312
630421860978,JCB 16 digit,purchase,2024-03-07T00:40:00.000Z,COP,160070
4877152345390,VISA 16 digit,purchase,2024-02-21T02:04:00.000Z,COP,112873
6011801472487474,JCB 16 digit,purchase,2024-01-02T04:43:00.000Z,USD,141164
30562458075218,VISA 13 digit,purchase,2024-01-01T17:11:00.000Z,USD,142337
6522010643063022,VISA 13 digit,purchase,2024-02-26T20:31:00.000Z,USD,148171
4827129479077752,Discover,purchase,2024-03-26T22:02:00.000Z,MEX,119924
4535174399028074,VISA 19 digit,purchase,2024-01-31T04:43:00.000Z,USD,212213
4353262621967240,American Express,purchase,2024-03-22T23:27:00.000Z,COP,131714
371296248505419,JCB 15 digit,purchase,2024-03-22T18:21:00.000Z,COP,119986
3579018189777474,VISA 16 digit,purchase,2024-03-23T18:09:00.000Z,BRL,93472
6595727622539605,American Express,purchase,2024-01-05T04:06:00.000Z,COP,153725
3559898372461810,Diners Club / Carte Blanche,purchase,2024-01-22T01:30:00.000Z,USD,130881
4655621919417009,American Express,cash_advance,2024-02-25T16:50:00.000Z,USD,171759
3526270479931055,VISA 13 digit,purchase,2024-01-28T23:48:00.000Z,USD,208805
4758153828420,VISA 13 digit,purchase,2024-02-28T01:44:00.000Z,COP,113980
4804749810058,VISA 13 digit,purchase,2024-03-25T05:08:00.000Z,USD,58521
6011949781487022,JCB 16 digit,purchase,2024-01-30T23:16:00.000Z,MEX,203025
4036734544384216792,VISA 16 digit,purchase,2024-01-21T03:07:00.000Z,COP,193811
4184978259883,Maestro,purchase,2024-02-03T13:58:00.000Z,MEX,127784
180056348445689,Discover,purchase,2024-01-23T05:31:00.000Z,COP,94286
4981573815523863657,American Express,purchase,2024-03-19T14:50:00.000Z,USD,181447
4943026237484,VISA 19 digit,purchase,2024-01-18T11:28:00.000Z,COP,92792
4618504818026560541,JCB 15 digit,purchase,2024-01-01T10:15:00.000Z,COP,116501
4339163859721244911,Mastercard,purchase,2024-02-16T02:59:00.000Z,USD,150802
675904785697,JCB 15 digit,purchase,2024-02-06T03:55:00.000Z,MEX,140933
4917781661917525,American Express,purchase,2024-02-21T06:21:00.000Z,COP,149124
2496524007532027,Discover,cash_advance,2024-02-23T15:18:00.000Z,USD,167103
6011593924335449,Maestro,purchase,2024-03-18T16:01:00.000Z,USD,113995
4228845347964176199,JCB 16 digit,purchase,2024-02-17T22:47:00.000Z,COP,192021
30030575924320,VISA 19 digit,purchase,2024-02-13T20:34:00.000Z,MEX,137956
503854874529,VISA 19 digit,cash_advance,2024-03-30T09:21:00.000Z,ARS,132935
3575073226436273,American Express,cash_advance,2024-01-26T12:45:00.000Z,USD,112645
2287487424535069,JCB 16 digit,purchase,2024-01-05T17:40:00.000Z,COP,148764
30128391854422,VISA 16 digit,purchase,2024-03-24T01:03:00.000Z,ARS,138128
3504756311501938,Diners Club / Carte Blanche,purchase,2024-01-03T14:10:00.000Z,COP,127189
6534974427586548,Diners Club / Carte Blanche,purchase,2024-02-19T23:43:00.000Z,COP,137377
3594007027820860,VISA 19 digit,purchase,2024-02-24T01:59:00.000Z,COP,184705
3570410998877224,Mastercard,purchase,2024-03-19T10:20:00.000Z,COP,208821
4268275518678724,American Express,purchase,2024-01-20T04:07:00.000Z,ARS,132966
4563975072886975,VISA 13 digit,purchase,2024-01-09T16:20:00.000Z,COP,146807
6587762349738412,VISA 13 digit,purchase,2024-03-29T08:41:00.000Z,USD,175076
2248091441823512,VISA 16 digit,cash_advance,2024-03-20T05:29:00.000Z,BRL,129407
639088772962,JCB 15 digit,purchase,2024-01-11T17:16:00.000Z,COP,124189
36510113261941,VISA 16 digit,purchase,2024-02-08T19:49:00.000Z,BRL,115302
4526737186619,JCB 16 digit,purchase,2024-02-22T03:53:00.000Z,COP,170719
38335504959541,Mastercard,purchase,2024-02-03T16:42:00.000Z,USD,181677
2276600066128471,American Express,purchase,2024-02-24T13:00:00.000Z,USD,172587
5180776297685378,JCB 16 digit,purchase,2024-02-28T00:28:00.000Z,COP,129025
2299357450892302,JCB 16 digit,purchase,2024-01-30T04:52:00.000Z,COP,196887
30412492823456,Discover,purchase,2024-02-05T04:20:00.000Z,MEX,188745
30333780172952,JCB 16 digit,cash_advance,2024-03-10T01:29:00.000Z,USD,187259
30218894925058,JCB 16 digit,purchase,2024-01-05T12:26:00.000Z,MEX,151704
6011680813476366,VISA 19 digit,purchase,2024-03-17T08:18:00.000Z,COP,124911
2469894204357657,Maestro,purchase,2024-01-25T03:06:00.000Z,COP,200919
060405980578,Discover,purchase,2024-01-22T18:06:00.000Z,COP,170412
5557882483918063,VISA 19 digit,purchase,2024-02-11T22:43:00.000Z,MEX,153408
38535615919967,Discover,purchase,2024-03-14T00:17:00.000Z,ARS,189644
501817259234,VISA 16 digit,purchase,2024-01-12T13:52:00.000Z,MEX,98948
30374543223864,VISA 16 digit,purchase,2024-01-24T08:59:00.000Z,USD,197433
348499274509723,VISA 19 digit,purchase,2024-01-07T08:14:00.000Z,COP,95960
4054701687724567,JCB 16 digit,purchase,2024-01-16T07:10:00.000Z,COP,106897
5226873092826731,JCB 15 digit,purchase,2024-01-03T02:00:00.000Z,BRL,191736
180046611581260,JCB 15 digit,purchase,2024-01-31T01:52:00.000Z,ARS,116443
38425053918327,JCB 16 digit,purchase,2024-02-05T04:51:00.000Z,ARS,148530
3544279442692312,Maestro,purchase,2024-02-09T15:01:00.000Z,COP,153395
341490307263427,VISA 16 digit,purchase,2024-02-27T06:26:00.000Z,COP,142201
5556358309136439,Diners Club / Carte Blanche,purchase,2024-03-05T22:22:00.000Z,COP,95439
3523842824704172,VISA 19 digit,purchase,2024-01-18T10:44:00.000Z,USD,101076
3505779966517990,VISA 13 digit,purchase,2024-01-12T19:04:00.000Z,BRL,177708
561370690795,VISA 16 digit,purchase,2024-01-13T23:27:00.000Z,BRL,173154
213165597907470,VISA 13 digit,purchase,2024-02-13T08:25:00.000Z,COP,98806
4654821781819206,Mastercard,purchase,2024-02-08T01:11:00.000Z,COP,134256
347607911994295,Diners Club / Carte Blanche,purchase,2024-02-22T15:45:00.000Z,COP,230537
6570567929799752,JCB 16 digit,purchase,2024-03-13T14:00:00.000Z,ARS,136230
3515123105157236,Discover,purchase,2024-02-15T12:49:00.000Z,USD,149345
30254314860658,VISA 19 digit,purchase,2024-03-13T07:58:00.000Z,COP,161719
213105812397271,JCB 16 digit,purchase,2024-01-22T12:01:00.000Z,ARS,142924
342540573395912,JCB 15 digit,cash_advance,2024-01-09T19:37:00.000Z,COP,123223
4699174132285341125,Diners Club / Carte Blanche,purchase,2024-01-24T07:27:00.000Z,ARS,228664
585186339099,VISA 16 digit,cash_advance,2024-03-11T23:56:00.000Z,COP,178172
4663515712231,Maestro,purchase,2024-01-07T00:50:00.000Z,COP,175893
213155868561494,American Express,purchase,2024-02-20T01:14:00.000Z,BRL,194996
3560895000230010,Diners Club / Carte Blanche,purchase,2024-03-19T20:53:00.000Z,ARS,105692
370633672738226,VISA 13 digit,purchase,2024-01-27T07:08:00.000Z,MEX,89310
376277757992128,VISA 19 digit,purchase,2024-03-01T12:01:00.000Z,COP,153628
3530678311114611,VISA 19 digit,purchase,2024-02-27T02:19:00.000Z,COP,150070
6011890833036195,JCB 15 digit,purchase,2024-03-14T20:01:00.000Z,COP,161083
3568528668475146,American Express,purchase,2024-03-23T23:21:00.000Z,USD,166267
5337316976464977,VISA 16 digit,cash_advance,2024-01-21T19:00:00.000Z,MEX,218594
4293159944189614,Maestro,purchase,2024-02-12T02:06:00.000Z,COP,110072
3513404319227011,VISA 13 digit,purchase,2024-01-18T07:49:00.000Z,COP,119445
3558891342411842,Discover,purchase,2024-03-25T13:27:00.000Z,ARS,167121
4173702244988857419,Mastercard,purchase,2024-03-14T14:53:00.000Z,USD,200106
6531781715380200,VISA 19 digit,purchase,2024-02-01T18:18:00.000Z,MEX,211121
4563301115534,Maestro,purchase,2024-01-18T14:45:00.000Z,ARS,184853
4712808313226000,Diners Club / Carte Blanche,purchase,2024-03-09T01:26:00.000Z,COP,125024
38906079482513,VISA 19 digit,purchase,2024-02-04T01:33:00.000Z,COP,147969
36567390495824,VISA 16 digit,purchase,2024-03-29T03:12:00.000Z,ARS,175850
2701450325796071,JCB 16 digit,purchase,2024-01-16T04:16:00.000Z,MEX,156157
30159193820253,VISA 16 digit,purchase,2024-03-02T12:25:00.000Z,USD,93327
4613009964301,VISA 19 digit,purchase,2024-02-10T15:53:00.000Z,ARS,154564
2252026125832853,Diners Club / Carte Blanche,purchase,2024-01-08T00:43:00.000Z,ARS,141454
344814344602239,Diners Club / Carte Blanche,purchase,2024-01-30T16:21:00.000Z,USD,158825
4350597219444885,JCB 16 digit,purchase,2024-02-20T22:28:00.000Z,COP,160422
4998708101905752202,VISA 13 digit,purchase,2024-02-15T21:19:00.000Z,COP,163781
30379569853114,Discover,purchase,2024-02-01T02:44:00.000Z,COP,157956
3576012451564911,JCB 16 digit,purchase,2024-03-01T04:36:00.000Z,ARS,181778
639049583599,Mastercard,purchase,2024-02-01T16:45:00.000Z,BRL,99451
3526242152422330,JCB 16 digit,purchase,2024-02-04T19:26:00.000Z,ARS,87738
4817413006209384362,VISA 16 digit,purchase,2024-01-06T01:07:00.000Z,COP,121473
